Sample_id,order_in_plate,typeofSamp,Run,Date_of_Collection,Month_of_Collection,Quarter_of_Collection,Year_of_Collection,Subnational_level0,Subnational_level1,Subnational_level2,Longitude,Latitude,Strata,sample_ampl_rate
ID01083,1,Samples,run5,4/27/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.964601769911504
ID01084,2,Samples,run5,4/7/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.982300884955752
ID01085,3,Samples,run5,4/27/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.902654867256637
ID01086,4,Samples,run5,4/28/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.929203539823009
ID01087,166,Samples,run5,4/28/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID01088,167,Samples,run5,4/28/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.849557522123894
ID01089,168,Samples,run5,4/28/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.955752212389381
ID01090,165,Samples,run5,5/2/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.858407079646018
ID01091,164,Samples,run5,5/2/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.920353982300885
ID01094,160,Samples,run5,5/2/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.982300884955752
ID01096,159,Samples,run5,5/4/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.761061946902655
ID01097,158,Samples,run5,5/4/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.867256637168142
ID01098,157,Samples,run5,5/5/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.955752212389381
ID01099,156,Samples,run5,5/6/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID01100,17,Samples,run5,5/9/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.884955752212389
ID01101,16,Samples,run5,5/9/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.920353982300885
ID01102,15,Samples,run5,5/9/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID01103,13,Samples,run5,5/10/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID01104,12,Samples,run5,5/11/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID01105,11,Samples,run5,5/11/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.876106194690266
ID01106,10,Samples,run5,5/13/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID01107,9,Samples,run5,5/13/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.849557522123894
ID01108,8,Samples,run5,5/13/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.920353982300885
ID01109,154,Samples,run5,5/13/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID01110,153,Samples,run5,5/13/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID01111,152,Samples,run5,5/13/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.884955752212389
ID01112,151,Samples,run5,5/14/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.814159292035398
ID01113,150,Samples,run5,5/14/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.805309734513274
ID01114,149,Samples,run5,5/14/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.778761061946903
ID01115,148,Samples,run5,5/16/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.876106194690266
ID01116,147,Samples,run5,5/16/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.823008849557522
ID01117,145,Samples,run5,5/16/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.805309734513274
ID01118,120,Samples,run5,5/16/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.876106194690266
ID01119,119,Samples,run5,5/16/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.929203539823009
ID01120,118,Samples,run5,5/17/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.955752212389381
ID01121,117,Samples,run5,5/17/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.929203539823009
ID01122,116,Samples,run5,5/18/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.938053097345133
ID01123,115,Samples,run5,5/18/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.920353982300885
ID01124,114,Samples,run5,5/18/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.761061946902655
ID01125,113,Samples,run5,5/18/22,2022-05,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.938053097345133
ID01158,128,Samples,run5,6/6/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.876106194690266
ID01159,127,Samples,run5,6/6/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.929203539823009
ID01160,126,Samples,run5,6/9/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.938053097345133
ID01161,125,Samples,run5,6/10/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.592920353982301
ID01162,124,Samples,run5,6/10/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.610619469026549
ID01163,123,Samples,run5,6/10/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.946902654867257
ID01165,121,Samples,run5,6/11/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.938053097345133
ID01168,144,Samples,run5,6/13/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.893805309734513
ID01169,143,Samples,run5,6/13/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.911504424778761
ID01170,142,Samples,run5,6/13/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.929203539823009
ID01171,141,Samples,run5,6/13/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.946902654867257
ID01172,140,Samples,run5,6/14/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID01173,139,Samples,run5,6/14/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.734513274336283
ID01174,137,Samples,run5,6/14/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.893805309734513
ID01175,134,Samples,run5,6/14/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.849557522123894
ID01176,135,Samples,run5,6/14/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID01177,97,Samples,run5,6/15/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.530973451327434
ID01178,98,Samples,run5,6/15/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.920353982300885
ID01179,104,Samples,run5,6/16/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.884955752212389
ID01180,105,Samples,run5,6/16/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.964601769911504
ID01181,106,Samples,run5,6/16/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.876106194690266
ID01182,107,Samples,run5,6/17/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.84070796460177
ID01183,108,Samples,run5,6/17/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.946902654867257
ID01184,109,Samples,run5,6/17/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.52212389380531
ID01185,111,Samples,run5,6/17/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.955752212389381
ID01186,112,Samples,run5,6/17/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.938053097345133
ID01187,103,Samples,run5,6/21/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.938053097345133
ID01188,102,Samples,run5,6/21/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.84070796460177
ID01189,101,Samples,run5,6/22/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.867256637168142
ID01190,100,Samples,run5,7/13/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.805309734513274
ID01191,99,Samples,run5,7/13/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.964601769911504
ID01192,133,Samples,run5,6/23/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.929203539823009
ID01193,132,Samples,run5,6/24/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID01194,131,Samples,run5,8/18/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.867256637168142
ID01195,130,Samples,run5,6/24/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.982300884955752
ID01196,129,Samples,run5,6/25/22,2022-06,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.690265486725664
ID01208,189,Samples,run5,7/5/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID01209,188,Samples,run5,7/5/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID01210,187,Samples,run5,7/6/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.982300884955752
ID01211,186,Samples,run5,7/6/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.761061946902655
ID01212,185,Samples,run5,7/7/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.884955752212389
ID01213,184,Samples,run5,7/7/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.752212389380531
ID01214,183,Samples,run5,7/8/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.964601769911504
ID01215,182,Samples,run5,7/8/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.805309734513274
ID01216,181,Samples,run5,7/8/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.867256637168142
ID01217,31,Samples,run5,7/9/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.884955752212389
ID01218,30,Samples,run5,7/11/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.982300884955752
ID01219,29,Samples,run5,7/11/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.938053097345133
ID01220,28,Samples,run5,7/11/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.911504424778761
ID01221,27,Samples,run5,7/12/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.911504424778761
ID01222,26,Samples,run5,7/12/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.955752212389381
ID01223,25,Samples,run5,7/12/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.964601769911504
ID01224,192,Samples,run5,7/13/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.876106194690266
ID01225,191,Samples,run5,7/13/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.964601769911504
ID01226,41,Samples,run5,7/15/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.938053097345133
ID01227,40,Samples,run5,7/15/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.955752212389381
ID01228,39,Samples,run5,7/15/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.964601769911504
ID01229,38,Samples,run5,7/18/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID01230,37,Samples,run5,7/19/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.938053097345133
ID01231,36,Samples,run5,7/21/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.982300884955752
ID01232,35,Samples,run5,7/22/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.964601769911504
ID01233,34,Samples,run5,7/22/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.893805309734513
ID01234,33,Samples,run5,7/23/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.831858407079646
ID01235,32,Samples,run5,7/25/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.955752212389381
ID01236,69,Samples,run5,7/25/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.902654867256637
ID01237,68,Samples,run5,7/26/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.858407079646018
ID01238,67,Samples,run5,7/28/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.938053097345133
ID01239,66,Samples,run5,7/28/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.955752212389381
ID01240,65,Samples,run5,7/28/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.964601769911504
ID01241,64,Samples,run5,7/29/22,2022-07,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.876106194690266
ID01242,63,Samples,run5,8/2/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID01243,44,Samples,run5,8/8/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.920353982300885
ID01244,45,Samples,run5,8/8/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.867256637168142
ID01245,43,Samples,run5,8/9/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.920353982300885
ID01246,48,Samples,run5,8/9/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.946902654867257
ID01247,47,Samples,run5,8/10/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID01248,46,Samples,run5,8/11/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.964601769911504
ID01249,51,Samples,run5,8/11/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.929203539823009
ID00810,53,Samples,run5,8/16/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.929203539823009
ID00811,54,Samples,run5,8/17/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID00812,55,Samples,run5,8/18/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.920353982300885
ID00813,190,Samples,run5,8/23/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.902654867256637
ID00814,78,Samples,run5,8/24/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.955752212389381
ID00815,79,Samples,run5,8/26/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.858407079646018
ID01250,80,Samples,run5,8/27/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.876106194690266
ID01251,73,Samples,run5,8/29/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.911504424778761
ID01252,72,Samples,run5,8/30/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID01253,71,Samples,run5,8/31/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID00165,180,Samples,run6,2/14/22,2022-02,2022-Q1,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.964601769911504
ID00166,183,Samples,run6,2/28/22,2022-02,2022-Q1,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00167,181,Samples,run6,3/2/22,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.973451327433628
ID00168,182,Samples,run6,3/8/22,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00169,190,Samples,run6,3/14/22,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.805309734513274
ID00170,191,Samples,run6,3/17/22,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.982300884955752
ID00171,192,Samples,run6,3/18/22,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.964601769911504
ID00172,184,Samples,run6,3/30/22,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.946902654867257
ID00173,185,Samples,run6,3/29/22,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.964601769911504
ID00174,186,Samples,run6,5/6/22,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00175,187,Samples,run6,4/12/22,2022-04,2022-Q2,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.982300884955752
ID00176,189,Samples,run6,4/12/22,2022-04,2022-Q2,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.964601769911504
ID00177,188,Samples,run6,4/20/22,2022-04,2022-Q2,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.920353982300885
ID00178,174,Samples,run6,5/3/22,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.946902654867257
ID00179,173,Samples,run6,5/4/22,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.982300884955752
ID00180,175,Samples,run6,3/4/22,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.982300884955752
ID00181,176,Samples,run6,5/6/22,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.884955752212389
ID00182,179,Samples,run6,5/16/22,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.973451327433628
ID00224,169,Samples,run6,8/3/22,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.964601769911504
ID00225,33,Samples,run6,8/2/22,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.911504424778761
ID00226,25,Samples,run6,8/2/22,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00227,32,Samples,run6,8/1/22,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.982300884955752
ID00236,172,Samples,run6,8/26/22,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.982300884955752
ID00237,171,Samples,run6,8/26/22,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00238,170,Samples,run6,8/29/22,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00553,4,Samples,run6,2/3/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00554,5,Samples,run6,2/24/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.911504424778761
ID00555,7,Samples,run6,2/25/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.973451327433628
ID00556,6,Samples,run6,2/26/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00557,8,Samples,run6,2/26/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.893805309734513
ID00558,9,Samples,run6,2/26/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00559,10,Samples,run6,2/26/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00560,11,Samples,run6,2/12/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00565,1,Samples,run6,2/16/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00566,3,Samples,run6,2/18/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.867256637168142
ID00567,2,Samples,run6,2/18/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00568,18,Samples,run6,2/21/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00569,20,Samples,run6,2/21/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00570,21,Samples,run6,2/22/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00571,23,Samples,run6,2/22/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00572,22,Samples,run6,2/23/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.982300884955752
ID00573,24,Samples,run6,2/28/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00575,13,Samples,run6,3/1/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.964601769911504
ID00577,16,Samples,run6,3/4/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.982300884955752
ID00578,15,Samples,run6,3/7/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.814159292035398
ID00579,19,Samples,run6,3/7/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.893805309734513
ID00604,31,Samples,run6,4/1/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.946902654867257
ID00605,30,Samples,run6,4/1/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00606,29,Samples,run6,4/1/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00607,28,Samples,run6,4/4/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00608,27,Samples,run6,4/5/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00609,26,Samples,run6,4/6/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00610,88,Samples,run6,4/6/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.876106194690266
ID00611,89,Samples,run6,4/6/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
